,Unnamed: 0,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,SUBDISCIPLINE,ZIP,ZIP5,nteeFinal,LAT,LONG
12,10263,1848 CORNAGA AVE,FAR ROCKAWAY,22931.0,48854.0,113110485,45454.0,36081.0,1848 CORNAGA AVE FAR ROCKAWAY NY 11691-4304,ROCKAWAY PENINSULA CIVIC ASSOC INC,A40,0.0,48854.0,NY,1848 CORNAGA AVE,Visual Arts,11691-4304,11691.0,A40,40.603078,-73.747562
13,10306,PO BOX 2222,NEW YORK,0.0,0.0,113163244,8095.0,36061.0,,COUNCIL OF BARBADIAN ORGANIZATIONS INC NEW YORK,A23,300.0,1807.0,NY,,Cultural & Ethnic Awareness,10008-2222,10008.0,A23,,
14,10341,35 30 FARRINGTON ST 2ND FLR,FLUSHING,0.0,166200.0,113212678,138535.0,36081.0,35 30 FARRINGTON ST FLUSHING NY 11354-2827,KOREAN AMERICAN NAIL SALON ASSOC OF NEW YORK INC,A23,0.0,166200.0,NY,35 30 FARRINGTON ST,Cultural & Ethnic Awareness,11354-2827,11354.0,A23,,
15,10343,1324 FLATBUSH AVE,BROOKLYN,10700.0,0.0,113216404,116366.0,36047.0,1324 FLATBUSH AVE BROOKLYN NY 11210-1233,CARIBBEAN CUP INC,A23,128482.0,128482.0,NY,1324 FLATBUSH AVE,Cultural & Ethnic Awareness,11210-1233,11210.0,A23,40.6378826,-73.95337625
16,10356,8101 FURMANVILLE AVE,MIDDLE VLG,0.0,24125.0,113238845,45728.0,36081.0,8101 FURMANVILLE AVE MIDDLE VLG NY 11379-2315,A I A QUEENS INC,A40,18756.0,46629.0,NY,8101 FURMANVILLE AVE,Visual Arts,11379-2315,11379.0,A40,,
17,10369,45 03 37TH ST,LONG IS CITY,0.0,0.0,113261970,66642.0,36081.0,45 03 37TH ST LONG IS CITY NY 11101-1801,KOREAN AIR CONDITIONING AND REFRIGERATION ASSOCIATION OF NEW,A23,74675.0,74675.0,NY,45 03 37TH ST,Cultural & Ethnic Awareness,11101-1801,11101.0,A23,,
18,10380,800 FOOD CENTER DR UNIT 96B,BRONX,0.0,65435.0,113278319,49583.0,36005.0,800 FOOD CENTER DR UNIT BRONX NY 10474-0060,KOREAN SEAFOOD ASSOCIATION OF NEW YORK INC,A23,0.0,65435.0,NY,800 FOOD CENTER DR UNIT,Cultural & Ethnic Awareness,10474-0060,10474.0,A23,,
19,10382,PO BOX 2619,NEW YORK,0.0,0.0,113281373,228455.0,36061.0,,IRISH AMERICAN BUILDING SOCIETY INC,A23,213781.0,241174.0,NY,,Cultural & Ethnic Awareness,10108-2619,10108.0,A23,,
20,10429,1270 BROADWAY RM 305,NEW YORK,0.0,32919.0,113383944,35087.0,36061.0,1270 BROADWAY NEW YORK NY 10001-3211,KOREAN MEDICAL PRACITIONER ASSOC OF GREATER NEW YORK INC,A23,0.0,33027.0,NY,1270 BROADWAY,Cultural & Ethnic Awareness,10001-3211,10001.0,A23,40.7486847,-73.987816031245
21,10482,2227 33RD ST,ASTORIA,0.0,1650.0,113477797,59138.0,36081.0,2227 33RD ST ASTORIA NY 11105-2402,SYLLOGOS KRETON MINOS INC,A23,6710.0,32583.0,NY,2227 33RD ST,Cultural & Ethnic Awareness,11105-2402,11105.0,A23,40.7698433,-73.916771
22,10665,,,0.0,23000.0,113757378,28203.0,36047.0,,HUMAN FUTURE DANCE CORPS INC,A62,3656.0,29968.0,NY,,Dance,11211,11211.0,A62,,
23,10845,200 EASTERN PKWY,BROOKLYN,1274.0,0.0,116042353,100500.0,36047.0,200 EASTERN PKWY BROOKLYN NY 11238-6052,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,A50,108775.0,109101.0,NY,200 EASTERN PKWY,Museums,11238-6052,11238.0,A50,40.6709108,-73.9633157304714
24,10888,10916 JAMAICA AVE,RICHMOND HILL,79837.0,0.0,116102176,198155.0,36081.0,10916 JAMAICA AVE RICHMOND HILL NY 11418-2334,NATIONAL ASSOCIATION OF LETTER CARRIERS,A23,205364.0,205364.0,NY,10916 JAMAICA AVE,Cultural & Ethnic Awareness,11418-2334,11418.0,A23,40.6996924,-73.8321223
25,10969,432 PARK AVE S FL 6,NEW YORK,3207445.0,0.0,130417765,6578858.0,36061.0,432 PARK AVE S NEW YORK NY 10016-8013,ADVERTISING RESEARCH FOUNDATION INC,A03,6481170.0,6830948.0,NY,432 PARK AVE S,Professional Societies & Associations,10016-8013,10016.0,A03,40.7442156,-73.9836536
26,10998,50 E 42ND ST,NEW YORK,0.0,0.0,130453215,132071.0,36061.0,50 E 42ND ST NEW YORK NY 10017-5405,PAINTING & DECORATING CONTRACTORS OF AMERICA,A40,114888.0,189732.0,NY,50 E 42ND ST,Visual Arts,10017-5405,10017.0,A40,40.7525361,-73.9790574
27,11058,31 W 15TH ST,NEW YORK,0.0,0.0,130876693,9597.0,36061.0,31 W 15TH ST NEW YORK NY 10011-6849,UNITED ITALIAN AMERICAN LABOR COUNCIL INC,A23,3050.0,10046.0,NY,31 W 15TH ST,Cultural & Ethnic Awareness,10011-6849,10011.0,A23,40.7431323,-74.0084454
28,11070,6 E 87TH ST,NEW YORK,77426.0,92000.0,130971750,126139.0,36061.0,6 E 87TH ST NEW YORK NY 10128-0505,LIEDERKRANZ OF THE CITY OF NEW YORK,A6A,43582.0,135832.0,NY,6 E 87TH ST,Opera,10128-0505,10128.0,A6A,40.778551,-73.951248
29,11112,299 BROADWAY STE 206,NEW YORK,42932.0,0.0,131101367,168352.0,36061.0,299 BROADWAY NEW YORK NY 10007-4107,NEW YORK SOCIETY OF ARCHITECTS,A03,163239.0,185105.0,NY,299 BROADWAY,Professional Societies & Associations,10007-4107,10007.0,A03,40.715001,-74.0058329
30,11150,980 AVE OF AMERICAS 3RD FLR,NEW YORK,4900.0,0.0,131374145,45633.0,36061.0,980 AVE OF AMERICAS NEW YORK NY 10018-0000,TEXTILE DISTRIBUTORS ASSOCIATION INC,A40,20500.0,32910.0,NY,980 AVE OF AMERICAS,Visual Arts,10018-0000,10018.0,A40,40.7513099,-73.9864279
31,11169,7 E 235TH ST,BRONX,0.0,0.0,131426099,10434.0,36005.0,7 E 235TH ST BRONX NY 10470-1901,UNITED IRISH COUNTIES ASSOCIATION OF NEW YORK INC,A23,700.0,20007.0,NY,7 E 235TH ST,Cultural & Ethnic Awareness,10470-1901,10470.0,A23,40.8970104,-73.8758594508532
32,11189,536 LAGUARDIA PL,NEW YORK,950876.0,0.0,131505524,2894925.0,36061.0,536 LAGUARDIA PL NEW YORK NY 10012-1401,AMERICAN INSTITUTE OF ARCHITECTS,A40,907311.0,3091992.0,NY,536 LAGUARDIA PL,Visual Arts,10012-1401,10012.0,A40,40.7284321903634,-73.9987806079963
33,11430,326 W 48TH ST,NYC,0.0,0.0,131769475,32450.0,36061.0,326 W 48TH ST NYC NY 10036-1314,THEATRICAL MUTUAL ASSOCIATION NEW YORK LODGE-1,A65,2150.0,5514.0,NY,326 W 48TH ST,Theater,10036-1314,10036.0,A65,40.76133105,-73.9882989289677
34,11577,1000 5TH AVE,NEW YORK,20293.0,0.0,131956457,388510.0,36061.0,1000 5TH AVE NEW YORK NY 10028-0113,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,A50,369266.0,380777.0,NY,1000 5TH AVE,Museums,10028-0113,10028.0,A50,40.77944365,-73.9633641138519
35,11631,45 W 14TH ST,NEW YORK,0.0,0.0,132534897,250186.0,36061.0,45 W 14TH ST NEW YORK NY 10011-7419,PAINTING INDUSTRY FUND BUILDING CORP,A40,325171.0,330593.0,NY,45 W 14TH ST,Visual Arts,10011-7419,10011.0,A40,40.737016,-73.9956108
36,11837,360 MADISON AVE 15 FL,NEW YORK,0.0,0.0,132877623,131427.0,36061.0,360 MADISON AVE NEW YORK NY 10017-7111,FIXED INCOME ANALYSTS SOCIETY INC HARRHANSEN MGMT INC,A01,161230.0,167269.0,NY,360 MADISON AVE,Alliances & Advocacy,10017-7111,10017.0,A01,40.7551081,-73.9778087
37,11960,430 E 57TH ST,NEW YORK,0.0,0.0,132989680,91895.0,36061.0,430 E 57TH ST NEW YORK NY 10022-3061,DINNER DANCERS INC,A62,96685.0,96720.0,NY,430 E 57TH ST,Dance,10022-3061,10022.0,A62,40.75759165,-73.961929649792
38,11962,243 5TH AVE,NEW YORK,0.0,0.0,132990527,59803.0,36061.0,243 5TH AVE NEW YORK NY 10016-8703,MUSIC PUBLISHERS ASSOCIATION OF THE UNITED STATES INC,A68,113074.0,118868.0,NY,243 5TH AVE,Music,10016-8703,10016.0,A68,40.7442273,-73.9867585
39,12043,NEW YORK TERMINAL MARKET ROOM C27,BRONX,0.0,0.0,133071647,107284.0,36005.0,NEW YORK TERMINAL MARKET BRONX NY 10474-0000,KOREAN PRODUCE ASSOCIATION INC,A23,107653.0,107653.0,NY,NEW YORK TERMINAL MARKET,Cultural & Ethnic Awareness,10474-0000,10474.0,A23,,
40,12110,27 W 20TH ST STE 601,NEW YORK,7350.0,0.0,133131629,104782.0,36061.0,27 W 20TH ST NEW YORK NY 10011-3728,ADVERTISING PHOTOGRAPHER OF AMERICA INC,A40,91234.0,91343.0,NY,27 W 20TH ST,Visual Arts,10011-3728,10011.0,A40,40.7434266,-73.9998517
41,12116,3625 BAINBRIDGE AVE,BRONX,0.0,0.0,133132781,0.0,36005.0,3625 BAINBRIDGE AVE BRONX NY 10467-1168,3680 HOLDING COMPANY INC,A60,0.0,0.0,NY,3625 BAINBRIDGE AVE,Performing Arts,10467-1168,10467.0,A60,40.8852379094113,-73.8777879600377
42,12134,14602 89TH AVE,JAMAICA,5280.0,0.0,133154895,10266.0,36081.0,14602 89TH AVE JAMAICA NY 11435-3638,INDIAN DENTAL ASSOCIATION USA INC,A23,2000.0,23914.0,NY,14602 89TH AVE,Cultural & Ethnic Awareness,11435-3638,11435.0,A23,40.704672,-73.805648
43,12162,420 LEXINGTON AVE RM 2034,NEW YORK,85442.0,0.0,133183002,372788.0,36061.0,420 LEXINGTON AVE NEW YORK NY 10170-0012,ARAB BANKERS ASSOCIATION OF NORTH AMERICA INC,A23,458421.0,475098.0,NY,420 LEXINGTON AVE,Cultural & Ethnic Awareness,10170-0012,10170.0,A23,40.6882048,-73.9443976303818
44,12205,56 W 45TH ST STE 705,NEW YORK,14960.0,0.0,133211019,313513.0,36061.0,56 W 45TH ST NEW YORK NY 10036-4215,INDIAN DIAMOND & COLORSTONE ASSOC INC,A23,364440.0,381201.0,NY,56 W 45TH ST,Cultural & Ethnic Awareness,10036-4215,10036.0,A23,40.756142,-73.9818767173633
45,12245,90 JOHN ST RM 403,NEW YORK,0.0,0.0,133251595,33247.0,36061.0,90 JOHN ST NEW YORK NY 10038-3242,GRAPHIC ARTISTS GUILD OF NEW YORK,A40,36857.0,36870.0,NY,90 JOHN ST,Visual Arts,10038-3242,10038.0,A40,40.7079924,-74.0063203
46,12267,201 E 17TH ST APT 28J,NEW YORK,0.0,1195.0,133302569,38075.0,36061.0,201 E 17TH ST NEW YORK NY 10003-3681,NEW YORK DIVISION ELECTRIC RAILROADERS ASSOCIATION,A54,33527.0,35811.0,NY,201 E 17TH ST,History Museums,10003-3681,10003.0,A54,40.735227,-73.9853644
47,12284,60 E 42ND ST RM 1341,NEW YORK,0.0,0.0,133341914,185258.0,36061.0,60 E 42ND ST NEW YORK NY 10165-1341,GRUPPO ESPONENTI ITALIANI INC,A23,176701.0,178670.0,NY,60 E 42ND ST,Cultural & Ethnic Awareness,10165-1341,10165.0,A23,40.7523028,-73.9784305
48,12294,3333 HENRY HUDSON PKWY,BRONX,0.0,5190.0,133358453,45020.0,36005.0,3333 HENRY HUDSON PKWY BRONX NY 10463-3224,U S S INTREPID ASSOCIATION INC,A12,29630.0,46369.0,NY,3333 HENRY HUDSON PKWY,Fund Raising & Fund Distribution,10463-3224,10463.0,A12,40.8800573,-73.918883
49,12298,3 METROTECH CENTER,BROOKLYN,10000.0,0.0,133364852,290234.0,36047.0,3 METROTECH CENTER BROOKLYN NY 11245-0001,CORNING GLASS WORKS LTD SALARIED EMPLOYEES,A40,1310521.0,1362515.0,NY,3 METROTECH CENTER,Visual Arts,11245-0001,11245.0,A40,,
50,12323,165 W 46TH ST,NEW YORK,0.0,0.0,133398825,0.0,36061.0,165 W 46TH ST NEW YORK NY 10036-2501,ACTORS EQUITY HOLDING CORPORATION,A65,0.0,834716.0,NY,165 W 46TH ST,Theater,10036-2501,10036.0,A65,40.75843,-73.9844645
51,12338,90 ELIZABETH ST,NEW YORK,0.0,0.0,133418616,373481.0,36061.0,90 ELIZABETH ST NEW YORK NY 10013-5566,CHINESE WEN CHOW ASSOCIATION INC,A23,15960.0,368850.0,NY,90 ELIZABETH ST,Cultural & Ethnic Awareness,10013-5566,10013.0,A23,40.7182412,-73.9956592656189
52,12374,79 BAYARD ST 2/FL,NEW YORK,0.0,0.0,133471375,9768.0,36061.0,79 BAYARD ST NEW YORK NY 10013-4806,NEW YORK CHINESE AMERICAN BANKERS ASSOCIATION INC,A23,31288.0,14988.0,NY,79 BAYARD ST,Cultural & Ethnic Awareness,10013-4806,10013.0,A23,40.7156332,-73.9987427
53,12404,470 PARK AVE S FRNT 2,NEW YORK,22250.0,0.0,133498699,66503.0,36061.0,470 PARK AVE S FRNT NEW YORK NY 10016-6819,GLOBAL PUBLIC AFFAIRS INSTITUTE INC,A01,30500.0,30198.0,NY,470 PARK AVE S FRNT,Alliances & Advocacy,10016-6819,10016.0,A01,,
54,12415,13 E 16TH ST FL 6,NEW YORK,294937.0,0.0,133506309,817639.0,36061.0,13 E 16TH ST NEW YORK NY 10003-3114,UNITED STATES ASSOCIATION OF IMPORTERS OF TEXTILES AND APPAREL,A40,548772.0,778172.0,NY,13 E 16TH ST,Visual Arts,10003-3114,10003.0,A40,40.7371018,-73.9915551856737
55,12431,240 CENTRAL,NEW YORK,1000.0,0.0,133520340,50550.0,36061.0,240 CENTRAL NEW YORK NY 10019-1457,GRUPPO RISTORATORI ITALIANI INC,A23,49991.0,50032.0,NY,240 CENTRAL,Cultural & Ethnic Awareness,10019-1457,10019.0,A23,42.4421632,-79.3445418212505
56,12470,PO BOX 872,NEW YORK,0.0,0.0,133568008,41687.0,36061.0,,PRIVATE ART DEALERS ASSOCIATION INC,A03,27750.0,29706.0,NY,,Professional Societies & Associations,10021-0002,10021.0,A03,,
57,12584,45 W 34TH ST RM 1200,NEW YORK,0.0,79010.0,133670200,85413.0,36061.0,45 W 34TH ST NEW YORK NY 10001-3125,KOREAN APPAREL MANUFACTURES ASSOC OF GREATER NEW YORK INC,A23,0.0,79010.0,NY,45 W 34TH ST,Cultural & Ethnic Awareness,10001-3125,10001.0,A23,40.7497605,-73.9868496
58,12613,245 PARK AVE,NEW YORK,0.0,0.0,133698552,3440000.0,36061.0,245 PARK AVE NEW YORK NY 10167-0002,QUEENRHIS FUNDING COMPANY,A60,0.0,3440000.0,NY,245 PARK AVE,Performing Arts,10167-0002,10167.0,A60,40.7546124,-73.9746718955844
59,12678,PO BOX 757,NEW YORK,0.0,0.0,133761506,54919.0,36061.0,,GUITAR AND ACCESSORIES MARKETING ASSOCIATION INC,A68,68000.0,35520.0,NY,,Music,10033-0595,10033.0,A68,,
60,12690,322 8TH AVE FL 21,NEWYORK,0.0,22775.0,133772271,32901.0,36061.0,322 8TH AVE NEWYORK NY 10001-6763,LEAGUE OF OFF-BROADWAY THEATRES AND PRODUCERS INC,A65,950.0,25161.0,NY,322 8TH AVE,Theater,10001-6763,10001.0,A65,,
61,12700,PO BOX 5005,NEW YORK,0.0,0.0,133781444,1881779.0,36061.0,,WALNUT CREEK PROPERTIES INC,A23,4412456.0,42820362.0,NY,,Cultural & Ethnic Awareness,10163-5005,10163.0,A23,,
62,12747,915 BROADWAY STE 1400,NEW YORK,0.0,0.0,133835380,10731.0,36061.0,915 BROADWAY NEW YORK NY 10010-7176,COMMITTEE OF FRENCH SPEAKING SOCIETIES INC,A23,2100.0,11447.0,NY,915 BROADWAY,Cultural & Ethnic Awareness,10010-7176,10010.0,A23,40.7397055,-73.9897743
63,12765,136 30 MAPLE ST,FLUSHING,0.0,168376.0,133853865,174270.0,36081.0,136 30 MAPLE ST FLUSHING NY 11355-3865,AMERICAN ASSOCIATION OF CHINESE PHYSICIANS,A23,0.0,168376.0,NY,136 30 MAPLE ST,Cultural & Ethnic Awareness,11355-3865,11355.0,A23,,
64,12794,PO BOX 3165,NEW YORK,0.0,0.0,133873175,23720.0,36061.0,,NETWORK OF INDIAN PROFESSIONALS INC,A23,25885.0,25885.0,NY,,Cultural & Ethnic Awareness,10163-3165,10163.0,A23,,
65,12810,245 PARK AVE,NEW YORK,0.0,0.0,133893891,9453727.0,36061.0,245 PARK AVE NEW YORK NY 10167-0002,SIXTH AVENUE ML COMPANY INC,A60,0.0,9453727.0,NY,245 PARK AVE,Performing Arts,10167-0002,10167.0,A60,40.7546124,-73.9746718955844
66,12880,1251 AVE OF THE AMERICAS 35TH FLR,NEW YORK,0.0,0.0,133975917,0.0,36061.0,1251 AVE OF THE AMERICAS NEW YORK NY 10020-1104,CRYSTAL CREEK INVESTMENT GROUP INC,A23,0.0,33841560.0,NY,1251 AVE OF THE AMERICAS,Cultural & Ethnic Awareness,10020-1104,10020.0,A23,40.7600411,-73.9818903421781
67,12913,245 PARK AVE,NEW YORK,0.0,0.0,134005504,4805438.0,36061.0,245 PARK AVE NEW YORK NY 10167-0002,RIDGEWAY FUNDING COMPANY INC,A60,0.0,4805438.0,NY,245 PARK AVE,Performing Arts,10167-0002,10167.0,A60,40.7546124,-73.9746718955844
68,12937,3 W 18TH ST,NEW YORK,0.0,0.0,134017838,33496.0,36061.0,3 W 18TH ST NEW YORK NY 10011-4610,ASSOCIATION OF MUSIC PRODUCERS INC,A68,53665.0,53665.0,NY,3 W 18TH ST,Music,10011-4610,10011.0,A68,40.7389549,-73.9923463
69,13091,1407 BROADWAY RM 1112,NEW YORK,0.0,0.0,134190455,53812.0,36061.0,1407 BROADWAY NEW YORK NY 10018-5111,SIKH ORGANIZATION OF NY INC,A20,43543.0,43543.0,NY,1407 BROADWAY,Arts & Culture,10018-5111,10018.0,A20,40.753531,-73.9876248263453
70,13093,501 W 42ND ST,NEW YORK,41017.0,0.0,134192352,534158.0,36061.0,501 W 42ND ST NEW YORK NY 10036-6205,ARCHITECTURAL IRON REALTY CORP,A40,204700.0,204700.0,NY,501 W 42ND ST,Visual Arts,10036-6205,10036.0,A40,40.7599082,-73.9957292
71,13100,332 BLEEKER ST E48,NEW YORK,0.0,3533.0,134198750,3853.0,36061.0,332 BLEEKER ST NEW YORK NY 10014-2980,STUDIO 42 INC,A60,0.0,3916.0,NY,332 BLEEKER ST,Performing Arts,10014-2980,10014.0,A60,42.64477,-73.7527441
72,13120,174 E 80TH ST,NEW YORK,33524.0,0.0,134218359,107173.0,36061.0,174 E 80TH ST NEW YORK NY 10075-0439,ASSOCIATION OF ART MUSEUM CURATORS,A50,89210.0,89503.0,NY,174 E 80TH ST,Museums,10075-0439,10075.0,A50,40.77505585,-73.9575405958599
73,13320,45 E 33RD ST,NEW YORK,143963.0,0.0,135493557,189286.0,36061.0,45 E 33RD ST NEW YORK NY 10016-5336,CEMETERY DEPT OF THE WORKMENS CIRCLE INC,A23,93471.0,222578.0,NY,45 E 33RD ST,Cultural & Ethnic Awareness,10016-5336,10016.0,A23,40.74689385,-73.9823742098881
74,13322,45 W 14TH ST,NEW YORK,11130.0,0.0,135502139,74108.0,36061.0,45 W 14TH ST NEW YORK NY 10011-7419,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,A40,76087.0,76087.0,NY,45 W 14TH ST,Visual Arts,10011-7419,10011.0,A40,40.737016,-73.9956108
75,13368,45 E 33RD ST,NEW YORK,0.0,41910.0,135562400,57750.0,36061.0,45 E 33RD ST NEW YORK NY 10016-5336,SOCIAL SERVICE DEPARTMENT OF THE WORKMENS CIRCLE,A23,12883.0,55799.0,NY,45 E 33RD ST,Cultural & Ethnic Awareness,10016-5336,10016.0,A23,40.74689385,-73.9823742098881
76,13408,307 W 30TH ST,NEW YORK,100096.0,0.0,135580391,296003.0,36061.0,307 W 30TH ST NEW YORK NY 10001-2703,LITHUANIAN ALLIANCE OF AMERICA,A23,203079.0,203079.0,NY,307 W 30TH ST,Cultural & Ethnic Awareness,10001-2703,10001.0,A23,40.750036,-73.9958068
77,13440,126 UNIVERSITY PL APT 5,NEW YORK,263926.0,478430.0,135606408,839094.0,36061.0,126 UNIVERSITY PL NEW YORK NY 10003-4571,NATIONAL LAWYERS GUILD,A20,233645.0,794032.0,NY,126 UNIVERSITY PL,Arts & Culture,10003-4571,10003.0,A20,40.73491955,-73.9922924589038
78,13493,225 W 39TH ST RM 302,NEW YORK,0.0,0.0,135647466,21314.0,36061.0,225 W 39TH ST NEW YORK NY 10018-3148,PLEATERS STITCHERS & EMBROIDERERS ASSN INC,A40,19927.0,25613.0,NY,225 W 39TH ST,Visual Arts,10018-3148,10018.0,A40,40.7546633,-73.9892869
79,13496,355 LEXINGTON AVE FL 17,NEW YORK,0.0,0.0,135651681,44147.0,36061.0,355 LEXINGTON AVE NEW YORK NY 10017-6603,COMICS MAGAZINE ASSOCIATION OF AMERICA INC,A01,37380.0,37380.0,NY,355 LEXINGTON AVE,Alliances & Advocacy,10017-6603,10017.0,A01,40.75015225,-73.976476608642
80,13581,400 LAFAYETTE ST RM 4,NEW YORK,0.0,0.0,136092225,11122.0,36061.0,400 LAFAYETTE ST NEW YORK NY 10003-6900,TEXTILE CONVERTERS LIQUIDATION BENEFIT FUND,A40,0.0,23610.0,NY,400 LAFAYETTE ST,Visual Arts,10003-6900,10003.0,A40,40.7280641,-73.9932516
81,13731,205 LEXINGTON AVE RM 901,NEW YORK,376100.0,0.0,136149730,1260712.0,36061.0,205 LEXINGTON AVE NEW YORK NY 10016-6022,ART DEALERS ASSOCIATION OF AMERICA INC,A03,1481029.0,1454763.0,NY,205 LEXINGTON AVE,Professional Societies & Associations,10016-6022,10016.0,A03,40.7452208,-73.9804111
82,14045,1501 BROADWAY,NEW YORK,0.0,0.0,136976195,0.0,36061.0,1501 BROADWAY NEW YORK NY 10036-5601,AMERICAN FEDERATION OF MUSICIANS OF THE US & CANADA,A68,0.0,25875.0,NY,1501 BROADWAY,Music,10036-5601,10036.0,A68,40.7572684,-73.9866623406083
83,14934,245 PARK AVE,NEW YORK,0.0,0.0,141876785,5576459.0,36061.0,245 PARK AVE NEW YORK NY 10167-0002,SPOKANE BUSINESS & INDUSTRIAL FUNDING COMPANY INC,A60,0.0,5576459.0,NY,245 PARK AVE,Performing Arts,10167-0002,10167.0,A60,40.7546124,-73.9746718955844
84,16280,770 BROADWAY 7TH FLOOR,NEW YORK,0.0,0.0,160876072,132660.0,36061.0,770 BROADWAY NEW YORK NY 10003-9522,NATO THEATRE OWNERS OF NEW YORK STATE INC,A65,17311.0,111603.0,NY,770 BROADWAY,Theater,10003-9522,10003.0,A65,40.7308477,-73.9915391
85,19179,37 OVERLOOK TER APT 3E,NEW YORK,0.0,6040.0,201575771,39673.0,36061.0,37 OVERLOOK TER NEW YORK NY 10033-2214,SELF-HELP ASSOCIATION OF AMERICAN RUSSIAN ELDERLY,A23,32616.0,38656.0,NY,37 OVERLOOK TER,Cultural & Ethnic Awareness,10033-2214,10033.0,A23,40.8530863,-73.9367486524676
