,Unnamed: 0,Unnamed: 0.1,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,SUBDISCIPLINE,ZIP,ZIP5,LAT,LONG,TITLE_NAME
10,10,7273,23-24 STEINWAY STREET,ASTORIA,0.0,0.0,113238845,49139.0,36081.0,23-24 STEINWAY STREET ASTORIA NY 11105-1999,A I A QUEENS INC,A40,35553.0,53752.0,NY,23-24 STEINWAY STREET,Visual Arts,11105-1999,11105.0,,,a I a Queens Inc.
11,11,7281,C/O45-25 162ND STREET,FLUSHING,0.0,107022.0,113261970,102422.0,36081.0,C/O45-25 162ND STREET FLUSHING NY 11358-0000,KOREAN AIR CONDITIONING AND REFRIG ASSOC OF NY INC,A23,0.0,108214.0,NY,C/O45-25 162ND STREET,Cultural & Ethnic Awareness,11358-0000,11358.0,,,Korean Air Conditioning and Refrig Association of NY Inc.
12,12,7306,6725 5TH AVE,BROOKLYN,0.0,100.0,113354456,6244.0,36047.0,6725 5TH AVE BROOKLYN NY 11229-4111,ANCIENT ORDER OF HIBERNIANS LADIES DIVISION 22 KINGS COUNTY,A23,6675.0,6775.0,NY,6725 5TH AVE,Cultural & Ethnic Awareness,11229-4111,11220.0,40.634825,-74.0201302803885,Ancient Order of Hibernians Ladies Division 22 Kings County
13,13,7317,44-01 FRANCIS LEWIS BLVD,BAYSIDE,0.0,133900.0,113383944,71647.0,36081.0,44-01 FRANCIS LEWIS BLVD BAYSIDE NY 11361-3028,KOREAN MEDICAL PRACITIONER ASSOC OF GREATER NEW YORK INC,A23,0.0,133900.0,NY,44-01 FRANCIS LEWIS BLVD,Cultural & Ethnic Awareness,11361-3028,11361.0,,,Korean Medical Pracitioner Association of Greater New York Inc.
14,14,7348,2227 33RD ST,ASTORIA,0.0,24150.0,113477797,101396.0,36081.0,2227 33RD ST ASTORIA NY 11106-0000,PANCRETAN ASSOCIATION OF AMERICA SYLLOGOS KRETON MINOS,A23,69195.0,110236.0,NY,2227 33RD ST,Cultural & Ethnic Awareness,11106-0000,11105.0,40.7611562,-73.9238385,Pancretan Association of America Syllogos Kreton Minos
15,15,7605,10916 JAMAICA AVE,RICHMOND HILL,100277.0,245874.0,116102176,229810.0,36081.0,10916 JAMAICA AVE RICHMOND HILL NY 11418-2334,NATIONAL ASSOCIATION OF LETTER CARRIERS 0562 JAMAICA NEW YORK,A23,0.0,245874.0,NY,10916 JAMAICA AVE,Cultural & Ethnic Awareness,11418-2334,11418.0,40.699692399999996,-73.8321223,National Association of Letter Carriers 0562 Jamaica New York
16,16,7670,432 PARK AVE SOUTH,NEW YORK,181840.0,5471198.0,130417765,9685627.0,36061.0,432 PARK AVE SOUTH NEW YORK NY 10016-8013,ADVERTISING RESEARCH FOUNDATION INC,A03,4678720.0,10164768.0,NY,432 PARK AVE SOUTH,Professional Societies & Associations,10016-8013,10016.0,40.744215600000004,-73.9836536,Advertising Research Foundation Inc.
17,17,7695,370 7TH AVE,NEW YORK,53789.0,0.0,130453215,103415.0,36061.0,370 7TH AVE NEW YORK NY 10001-3967,ASSOCIATION OF MASTER PAINTERS AND DECORATORS OF THE CITY OF NEW YORK ASSOC OF MASTER PAINTERS AND DECORATO,A40,91600.0,104819.0,NY,370 7TH AVE,Visual Arts,10001-3967,10001.0,40.74907,-73.992305,Association of Master Painters and Decorators of the City of New York Association of Master Painters and Decorato
18,18,7698,545 W 45TH ST SECOND FLOOR,NEW YORK,211288.0,0.0,130460219,935598.0,36061.0,545 W 45TH ST SECOND NEW YORK NY 10036-3409,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES AND MOVING PICTURE M 306 LOCAL,A65,874782.0,874849.0,NY,545 W 45TH ST SECOND,Theater,10036-3409,10036.0,,,International Alliance Theatrical Stage Employees and Moving Picture M 306 Local
19,19,7742,275 7TH AVENUE ROOM 18TH FL,NEW YORK,0.0,0.0,130876693,15485.0,36061.0,275 7TH AVENUE ROOM NEW YORK NY 10001-6721,UNITED ITALIAN AMERICAN LABOR COUNCIL INC,A23,1655.0,10324.0,NY,275 7TH AVENUE ROOM,Cultural & Ethnic Awareness,10001-6721,10001.0,,,United Italian American Labor Council Inc.
20,20,7751,6 E 87TH ST,NEW YORK,0.0,0.0,130971750,3717.0,36061.0,6 E 87TH ST NEW YORK NY 10128-0505,LIEDERKRANZ OF THE CITY OF NEW YORK,A6A,4000.0,4000.0,NY,6 E 87TH ST,Opera,10128-0505,10128.0,40.778551,-73.95124799999999,Liederkranz of the City of New York
21,21,7795,2170 BINGHAMPTON ST-APT 6A,BROOKLYN,0.0,0.0,131182895,63224.0,36047.0,2170 BINGHAMPTON ST-APT BROOKLYN NY 11229-0000,NEW YORK PRESS PHOTOGRAPHERS ASSN INC,A40,52461.0,279580.0,NY,2170 BINGHAMPTON ST-APT,Visual Arts,11229-0000,11229.0,,,New York Press Photographers Assn Inc.
22,22,7819,1430 BROADWAY 8TH FLOOR,NEW YORK,546413.0,0.0,131395875,1265313.0,36061.0,1430 BROADWAY NEW YORK NY 10018-3308,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMP AND MVG PIC MACH OP US AND CAN 751 IATSE,A65,1368017.0,1375045.0,NY,1430 BROADWAY,Theater,10018-3308,10018.0,40.7539335,-73.9868111,International Alliance Theatrical Stage Emp and Mvg Pic Mach Op US and Can 751 Iatse
23,23,7827,29 WEST 38TH ST 15TH FL,NEW YORK,2359470.0,0.0,131426730,5752065.0,36061.0,29 WEST 38TH ST NEW YORK NY 10018-5504,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES AND MOVING PICTURE 829 UNITED SCENIC ARTISTS LOC IATSE,A65,6231489.0,6393948.0,NY,29 WEST 38TH ST,Theater,10018-5504,10018.0,40.751711,-73.98427790000001,International Alliance Theatrical Stage Employees and Moving Picture 829 United Scenic Artists Loc Iatse
24,24,7867,125 W 55TH STREET - 6TH FLOOR,NEW YORK,0.0,0.0,131583260,3926.0,36061.0,125 W 55TH STREET - NEW YORK NY 10019-5369,STATION REPRESENTATIVES ASSOCIATION INC,A01,0.0,3475.0,NY,125 W 55TH STREET -,Alliances & Advocacy,10019-5369,10019.0,40.763675899999996,-73.9792182,Station Representatives Association Inc.
25,25,7872,110 EAST 25TH STREET 3RD FLOOR,NEW YORK,547537.0,0.0,131589984,2673562.0,36061.0,110 EAST 25TH STREET NEW YORK NY 10010-2913,WOOLMARK AMERICAS INC THE WOOLMARK COMPANY,A60,46890.0,2598069.0,NY,110 EAST 25TH STREET,Performing Arts,10010-2913,10010.0,40.7411787,-73.98495759999999,Woolmark Americas Inc. the Woolmark Company
26,26,8135,1000 FIFTH AVENUE,NEW YORK,0.0,0.0,131956457,85137.0,36061.0,1000 FIFTH AVENUE NEW YORK NY 11105-1614,AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES L1503NY NYC METRO MUSEUM OF ART EMP,A50,74213.0,74550.0,NY,1000 FIFTH AVENUE,Museums,11105-1614,10028.0,42.7976632,-73.9527343,American Federation of State County and Municipal Employees L1503Ny NYC Metro Museum of Art Emp
27,27,8178,45 WEST 14TH STREET,NEW YORK,0.0,0.0,132534897,345391.0,36061.0,45 WEST 14TH STREET NEW YORK NY 10011-7419,PAINTING INDUSTRY FUND BUILDING CORP,A40,568415.0,568790.0,NY,45 WEST 14TH STREET,Visual Arts,10011-7419,10011.0,40.737016,-73.9956108,Painting Industry Fund Building Corp.
28,28,8327,14 WALL ST FL 20,NEW YORK,0.0,0.0,132857251,105615.0,36061.0,14 WALL ST NEW YORK NY 11787-0527,DECORATIVE FURNISHINGS ASSOCIATION INC,A40,56583.0,56583.0,NY,14 WALL ST,Visual Arts,11787-0527,10005.0,40.70763365,-74.0107570034372,Decorative Furnishings Association Inc.
29,29,8425,243 5TH AVE RM 236,NEW YORK,0.0,26037.0,132990527,181159.0,36061.0,243 5TH AVE NEW YORK NY 10016-8703,MUSIC PUBLISHERS ASSOCIATION OF THE UNITED STATES INC,A68,123020.0,153639.0,NY,243 5TH AVE,Music,10016-8703,10016.0,40.7442273,-73.9867585,Music Publishers Association of the United States Inc.
30,30,8481,124 TYSEN ST,STATEN ISLAND,0.0,0.0,133064327,900.0,36085.0,124 TYSEN ST STATEN ISLAND NY 98597-0000,GATEWAY SYMPHONY OF STATEN ISLAND INC,A69,0.0,0.0,NY,124 TYSEN ST,Symphony Orchestras,98597-0000,10301.0,40.64235755,-74.0997048043532,Gateway Symphony of Staten Island Inc.
31,31,8569,150 W 28TH ST STE 801,NEW YORK,111257.0,231992.0,133183002,655706.0,36061.0,150 W 28TH ST NEW YORK NY 10001-6181,ARAB BANKERS ASSOCIATION OF NORTH AMERICA INC,A23,364220.0,607877.0,NY,150 W 28TH ST,Cultural & Ethnic Awareness,10001-6181,10001.0,40.7467748,-73.9928099028647,Arab Bankers Association of North America Inc.
32,32,8594,56 W 45TH ST STE 705,NEW YORK,44000.0,0.0,133211019,447887.0,36061.0,56 W 45TH ST NEW YORK NY 10036-4206,INDIAN DIAMOND AND COLORSTONE ASSOC INC,A23,434392.0,436792.0,NY,56 W 45TH ST,Cultural & Ethnic Awareness,10036-4206,10036.0,40.756142,-73.9818767173633,Indian Diamond and Colorstone Association Inc.
33,33,8649,60 E 42ND ST STE 2214,NEW YORK,0.0,0.0,133341914,130379.0,36061.0,60 E 42ND ST NEW YORK NY 10165-6232,GRUPPO ESPONENTI ITALIANI INC,A23,158060.0,158060.0,NY,60 E 42ND ST,Cultural & Ethnic Awareness,10165-6232,10165.0,40.7523028,-73.9784305,Gruppo Esponenti Italiani Inc.
34,34,8656,62 BAYARD STREET,NEW YORK,0.0,0.0,133353621,7395.0,36061.0,62 BAYARD STREET NEW YORK NY 10013-4938,SU KAI CHIN ASSOCIATION INC,A23,668.0,-418.0,NY,62 BAYARD STREET,Cultural & Ethnic Awareness,10013-4938,10013.0,40.7155673,-73.99790390000001,Su Kai Chin Association Inc.
35,35,8658,26A DOGWOOD DR,STATEN ISLAND,0.0,25591.0,133358453,39168.0,36085.0,26A DOGWOOD DR STATEN ISLAND NY 10312-1608,U S S INTREPID ASSOCIATION INC,A12,10143.0,37960.0,NY,26A DOGWOOD DR,Fund Raising & Fund Distribution,10312-1608,10312.0,40.55144235,-74.1982982522603,U S S Intrepid Association Inc.
36,36,8662,JPMORGAN CHASE BANK NA 1 CHASE,NEW YORK,7500.0,0.0,133364852,428829.0,36061.0,JPMORGAN CHASE BANK NA 1 CHASE NEW YORK NY 15253-5007,CORNING GLASS WORKS LTD SALARIED EMPLOYEES,A40,665478.0,665987.0,NY,JPMORGAN CHASE BANK NA 1 CHASE,Visual Arts,15253-5007,10005.0,,,Corning Glass Works Ltd Salaried Employees
37,37,8677,165 WEST 46TH STREET,NEW YORK,0.0,0.0,133398825,102286.0,36061.0,165 WEST 46TH STREET NEW YORK NY 10036-2501,ACTORS EQUITY HOLDING CORPORATION,A65,1869167.0,1869235.0,NY,165 WEST 46TH STREET,Theater,10036-2501,10036.0,40.75843,-73.9844645,Actors Equity Holding Corporation
38,38,8685,630 9TH AVE STE 1103,NEW YORK,314994.0,0.0,133418140,749824.0,36061.0,630 9TH AVE NEW YORK NY 10036-3743,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES AND MOVING PICTURE 161 LOCAL,A65,1086591.0,1088086.0,NY,630 9TH AVE,Theater,10036-3743,10036.0,40.7597501,-73.991404,International Alliance Theatrical Stage Employees and Moving Picture 161 Local
39,39,8697,411 5TH AVE NO 701,NEW YORK,0.0,30475.0,133443010,60307.0,36061.0,411 5TH AVE NO NEW YORK NY 10016-2203,NATIONAL CHINESE AMERICAN JEWELRY ASSOCIATION INC,A23,49284.0,79759.0,NY,411 5TH AVE NO,Cultural & Ethnic Awareness,10016-2203,10016.0,,,National Chinese American Jewelry Association Inc.
40,40,8707,4014 MAIN ST,FLUSHING,0.0,0.0,133471375,660.0,36081.0,4014 MAIN ST FLUSHING NY 10002-4900,NEW YORK CHINESE AMERICAN BANKERS ASSOCIATION INC,A23,0.0,0.0,NY,4014 MAIN ST,Cultural & Ethnic Awareness,10002-4900,11354.0,,,New York Chinese American Bankers Association Inc.
41,41,8805,2109 HOMECREST AVE,BROOKLYN,0.0,0.0,133611348,690.0,36047.0,2109 HOMECREST AVE BROOKLYN NY 11229-4111,ANCIENT ORDER OF HIBERNIANS LADIES 1 DIV RICHMOND CO NY,A23,597.0,597.0,NY,2109 HOMECREST AVE,Cultural & Ethnic Awareness,11229-4111,11229.0,40.598209600000004,-73.9589948,Ancient Order of Hibernians Ladies 1 Div Richmond Co. NY
42,42,8857,254 WEST 35TH STREET 4TH FLOOR,NEW YORK,0.0,49457.0,133670200,35550.0,36061.0,254 WEST 35TH STREET NEW YORK NY 10001-2504,KOREAN APPAREL MANUFACTURES ASSOC OF GREATER NEW YORK INC,A23,0.0,49457.0,NY,254 WEST 35TH STREET,Cultural & Ethnic Awareness,10001-2504,10001.0,40.75237905,-73.9923441971525,Korean Apparel Manufactures Association of Greater New York Inc.
43,43,8863,52 BROADWAY,NEW YORK,0.0,0.0,133683285,2800.0,36061.0,52 BROADWAY NEW YORK NY 10004-1603,49 EAST 21 COMPANY INC,A60,0.0,0.0,NY,52 BROADWAY,Performing Arts,10004-1603,10004.0,40.70646585,-74.0122976562941,49 East 21 Company Inc.
44,44,8924,101 E 15TH ST FL 2,NEW YORK,0.0,0.0,133772271,160161.0,36061.0,101 E 15TH ST NEW YORK NY 10003-2168,OFF BROADWAY LEAGUE,A65,188858.0,201095.0,NY,101 E 15TH ST,Theater,10003-2168,10003.0,40.7352506,-73.9894787,Off Broadway League
45,45,8954,C/O CONSTANTIN ASSOCIATES - 575 MAD,NEW YORK,0.0,47033.0,133835380,32763.0,36061.0,C/O CONSTANTIN ASSOCIATES - 575 MAD NEW YORK NY 10022-8509,COMMITTEE OF FRENCH SPEAKING SOCIETIES INC,A23,5765.0,52977.0,NY,C/O CONSTANTIN ASSOCIATES - 575 MAD,Cultural & Ethnic Awareness,10022-8509,10022.0,,,Committee of French Speaking Societies Inc.
46,46,8983,C/O KING 636 ROCKAWAY ST,STATEN ISLAND,0.0,4862.0,133880803,19602.0,36085.0,C/O KING 636 ROCKAWAY ST STATEN ISLAND NY 10308-0000,ANCIENT ORDER OF HIBERNIANS DIV 4,A23,4065.0,16076.0,NY,C/O KING 636 ROCKAWAY ST,Cultural & Ethnic Awareness,10308-0000,10307.0,,,Ancient Order of Hibernians Div 4
47,47,9010,135 WILLOW ST APT 903,BROOKLYN,0.0,2000.0,133947683,8000.0,36047.0,135 WILLOW ST BROOKLYN NY 11201-2216,ASSOCIATION OF KOREAN AMERICAN MEDICAL GRADUATES INC,A23,0.0,-7508.0,NY,135 WILLOW ST,Cultural & Ethnic Awareness,11201-2216,11201.0,40.697148600000006,-73.9956278002878,Association of Korean American Medical Graduates Inc.
48,48,9043,3 W 18TH ST FL 5,NEW YORK,0.0,50367.0,134017838,98020.0,36061.0,3 W 18TH ST NEW YORK NY 10011-4661,ASSOCIATION OF MUSIC PRODUCERS INC,A68,81230.0,131597.0,NY,3 W 18TH ST,Music,10011-4661,10011.0,40.7389549,-73.9923463,Association of Music Producers Inc.
49,49,9126,501 W 42ND ST,NEW YORK,75804.0,0.0,134192352,440417.0,36061.0,501 W 42ND ST NEW YORK NY 10036-6205,ARCHITECTURAL IRON REALTY CORP,A40,243399.0,243458.0,NY,501 W 42ND ST,Visual Arts,10036-6205,10036.0,40.759908200000005,-73.9957292,Architectural Iron Realty Corp.
50,50,9247,45 WEST 14TH STREET,NEW YORK,0.0,0.0,135502139,60116.0,36061.0,45 WEST 14TH STREET NEW YORK NY 10011-7419,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES 0490 LOCAL,A40,65129.0,65129.0,NY,45 WEST 14TH STREET,Visual Arts,10011-7419,10011.0,40.737016,-73.9956108,International Union of Painters and Allied Trades 0490 Local
51,51,9315,307 W 30TH ST,NEW YORK,0.0,16090.0,135580391,122065.0,36061.0,307 W 30TH ST NEW YORK NY 10001-2703,LITHUANIAN ALLIANCE OF AMERICA,A23,2680.0,133865.0,NY,307 W 30TH ST,Cultural & Ethnic Awareness,10001-2703,10001.0,40.750036,-73.9958068,Lithuanian Alliance of America
52,52,9338,126 UNIVERSITY PL APT 5,NEW YORK,252520.0,515267.0,135606408,604995.0,36061.0,126 UNIVERSITY PL NEW YORK NY 10038-0000,NATIONAL LAWYERS GUILD,A20,138476.0,667777.0,NY,126 UNIVERSITY PL,Arts & Culture,10038-0000,10003.0,42.677057500000004,-73.82316094393259,National Lawyers Guild
53,53,9433,C/O LOCAL 2179 UAW 629 FIFTH AVE,NEW YORK,0.0,0.0,136092225,5091.0,36061.0,C/O LOCAL 2179 UAW 629 FIFTH AVE NEW YORK NY 10003-0000,TEXTILE CONVERTERS LIQUIDATION BENEFIT FUND,A40,0.0,-25.0,NY,C/O LOCAL 2179 UAW 629 FIFTH AVE,Visual Arts,10003-0000,10003.0,,,Textile Converters Liquidation Benefit Fund
54,54,9470,79TH ST AND CENTRAL PK W,NEW YORK,0.0,0.0,136117924,22627.0,36061.0,79TH ST AND CENTRAL PK W NEW YORK NY 11378-1434,AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES L1306NY AMER MUSEUM NATL HISTRY EMP,A50,11040.0,11083.0,NY,79TH ST AND CENTRAL PK W,Museums,11378-1434,10024.0,,,American Federation of State County and Municipal Employees L1306Ny American Museum Natl Histry Emp
55,55,9523,128 E 96TH ST,NEW YORK,0.0,123.0,136137850,2901.0,36061.0,128 E 96TH ST NEW YORK NY 11229-4111,ANCIENT ORDER OF HIBERNIANS LADIES 29 DIVISION NEW YORK CO NY,A23,2423.0,2546.0,NY,128 E 96TH ST,Cultural & Ethnic Awareness,11229-4111,10128.0,40.785867700000004,-73.95170944834291,Ancient Order of Hibernians Ladies 29 Division New York Co. NY
56,56,9542,205 LEXINGTON AVE RM 901,NEW YORK,512184.0,842547.0,136149730,1493319.0,36061.0,205 LEXINGTON AVE NEW YORK NY 10016-6022,ART DEALERS ASSOCIATION OF AMERICA INC,A03,287705.0,1415797.0,NY,205 LEXINGTON AVE,Professional Societies & Associations,10016-6022,10016.0,40.7452208,-73.9804111,Art Dealers Association of America Inc.
57,57,9688,PO BOX 154,NEW YORK,86070.0,0.0,136227788,550104.0,36061.0,,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMP AND MVG PIC MACH OP US AND CAN 794 IATSE LOCAL,A65,379264.0,497614.0,NY,,Theater,10021-0012,10021.0,,,International Alliance Theatrical Stage Emp and Mvg Pic Mach Op US and Can 794 Iatse Local
58,58,9778,1501 BROADWAY,NEW YORK,0.0,0.0,136976195,0.0,36061.0,1501 BROADWAY NEW YORK NY 10036-5501,AMERICAN FEDERATION OF MUSICIANS OF THE US AND CANADA MUTUAL BENEFIT TRUST,A68,0.0,0.0,NY,1501 BROADWAY,Music,10036-5501,10036.0,40.7572684,-73.9866623406083,American Federation of Musicians of the US and Canada Mutual Benefit Trust
59,59,11373,770 BROADWAY FL 15,NEW YORK,0.0,0.0,160876072,225977.0,36061.0,770 BROADWAY NEW YORK NY 10019-7574,NATO THEATRE OWNERS OF NEW YORK STATE INC,A65,165506.0,173138.0,NY,770 BROADWAY,Theater,10019-7574,10003.0,40.7667393,-73.98177290000001,Nato Theatre Owners of New York State Inc.
60,60,13580,132 DELANCY ST 2ND FL,NEW YORK,636744.0,1275134.0,203132925,1639803.0,36061.0,132 DELANCY ST NEW YORK NY 10002-3325,AMERICAN ASSOCIATION OF INDEPENDENT MUSIC INC,A68,0.0,1278397.0,NY,132 DELANCY ST,Music,10002-3325,10002.0,,,American Association of Independent Music Inc.
61,61,13805,2038 DAVIDSON AVE,BRONX,0.0,39323.0,203834646,35350.0,36005.0,2038 DAVIDSON AVE BRONX NY 10453-4652,LATINO ASSOCIATION OF TAX PREPARERS INC,A23,0.0,39323.0,NY,2038 DAVIDSON AVE,Cultural & Ethnic Awareness,10453-4652,10453.0,40.8535385,-73.9084643499483,Latino Association of Tax Preparers Inc.
62,62,14183,634 BAYSIDE,ROCKAWAY PT,0.0,660.0,204965600,4163.0,36081.0,634 BAYSIDE ROCKAWAY PT NY 11229-4111,ANCIENT ORDER OF HIBERNIANS LADIES 25 DIV,A23,3834.0,4498.0,NY,634 BAYSIDE,Cultural & Ethnic Awareness,11229-4111,11697.0,40.5644024387755,-73.9127627244898,Ancient Order of Hibernians Ladies 25 Div
63,63,16523,156 W 56TH ST STE 1804,NEW YORK,0.0,2750.0,222701258,114961.0,36061.0,156 W 56TH ST NEW YORK NY 10019-3878,BOOKBINDERS GUILD OF NEW YORK INC,A20,105268.0,108030.0,NY,156 W 56TH ST,Arts & Culture,10019-3878,10019.0,40.7641992,-73.9796511048683,Bookbinders Guild of New York Inc.
64,64,24741,125 BARCLAY ST,NEW YORK,0.0,0.0,237240585,1576.0,36061.0,125 BARCLAY ST NEW YORK NY 10007-2233,AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES L1559NY AMER MUSEUM NTL HISTORY EMP,A50,4725.0,4725.0,NY,125 BARCLAY ST,Museums,10007-2233,10007.0,40.71457855,-74.0129611722525,American Federation of State County and Municipal Employees L1559Ny American Museum Ntl History Emp
65,65,26837,99 PARK AVE RM 1830,NEW YORK,175543.0,0.0,237411166,291064.0,36061.0,99 PARK AVE NEW YORK NY 10016-1613,LIBERIAN SHIPOWNERS COUNCIL LTD,A23,331279.0,331836.0,NY,99 PARK AVE,Cultural & Ethnic Awareness,10016-1613,10016.0,40.750432399999994,-73.97859079999999,Liberian Shipowners Council Ltd
66,66,27278,1060 ANDERSON AVE APT 5C,BRONX,0.0,0.0,237444871,42227.0,36005.0,1060 ANDERSON AVE BRONX NY 11207-6704,CIVIL SERVICE EMPLOYEES ASSOCIATION 0646 SUNY HLTH SCIENCE BRKLYN,A57,37500.0,38058.0,NY,1060 ANDERSON AVE,Science & Technology Museums,11207-6704,10452.0,40.83358145,-73.9257303037253,Civil Service Employees Association 0646 Suny Hlth Science Brklyn
67,67,32562,2926 UNION ST,FLUSHING,0.0,0.0,271199435,54774.0,36081.0,2926 UNION ST FLUSHING NY 11354-2201,KOREAN AMERICAN PHARMACISTS ASSOCIATION OF NY INC,A23,7040.0,107927.0,NY,2926 UNION ST,Cultural & Ethnic Awareness,11354-2201,11354.0,,,Korean American Pharmacists Association of NY Inc.
68,68,33495,C/O CONSTANTIN 575 MADISON AVE,NEW YORK,0.0,60437.0,274105116,116700.0,36061.0,C/O CONSTANTIN 575 MADISON AVE NEW YORK NY 10022-0000,FRENCH ENTREPRENEURSHIP FRIENDSHIP SOCIETY INC CLUB 600,A23,59248.0,119685.0,NY,C/O CONSTANTIN 575 MADISON AVE,Cultural & Ethnic Awareness,10022-0000,10022.0,,,French Entrepreneurship Friendship Society Inc. Club 600
69,69,34025,PO BOX 250807,NEW YORK,0.0,0.0,300379922,47930.0,36061.0,,ETHIOPIAN EDIR MUTUAL ASSISTANCE ASSOCIATION IN NEW YORK INC,A23,61675.0,62015.0,NY,,Cultural & Ethnic Awareness,10025-1509,10025.0,,,Ethiopian Edir Mutual Assistance Association in New York Inc.
