,Unnamed: 0,Unnamed: 0.1,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,SUBDISCIPLINE,ZIP,ZIP5,nteeFinal,LAT,LONG,TITLE_NAME
10,10,10301,33 CENTER DR,WHITESTONE,0,7768,112803518,50623,36081.0,33 CENTER DR WHITESTONE NY 11357-1072,FRATERNAL CIRCLE OF NATIVES CONVERSAND INC,A23,0.0,28379,NY,33 CENTER DR,Cultural & Ethnic Awareness,11357-1072,11357.0,A23,,,Fraternal Circle of Natives Conversand Inc.
11,11,10472,7254 65TH PL,GLENDALE,0,0,113097379,252830,36081.0,7254 65TH PL GLENDALE NY 11385-6930,SERBIAN ASSOCIATION OF NEW YORK INC,A23,74675.0,218076,NY,7254 65TH PL,Cultural & Ethnic Awareness,11385-6930,11385.0,A23,40.6996382,-73.8886334,Serbian Association of New York Inc.
12,12,10493,,,0,607,113123913,44608,36081.0,,MALTESE CTR INC,A23,0.0,42601,NY,,Cultural & Ethnic Awareness,11102,11102.0,A23,,,Maltese Center Inc.
13,13,10527,PO BOX 2222,NEW YORK,0,350,113163244,10248,36061.0,,COUNCIL OF BARBADIAN ORGANIZATIONS INC NEW YORK,A23,0.0,8486,NY,,Cultural & Ethnic Awareness,10008-2222,10008.0,A23,,,Council of Barbadian Organizations Inc. New York
14,14,10560,35-22 FARRINGTON ST STE 201,FLUSHING,0,160598,113212678,170502,36081.0,35-22 FARRINGTON ST FLUSHING NY 11354-2827,KOREAN-AMERICAN NAIL SALON ASSOCIATION OF NEW YORK INC,A23,0.0,160598,NY,35-22 FARRINGTON ST,Cultural & Ethnic Awareness,11354-2827,11354.0,A23,,,Korean-American Nail Salon Association of New York Inc.
15,15,10563,1324 FLATBUSH AVE,BROOKLYN,16200,18500,113216404,139553,36047.0,1324 FLATBUSH AVE BROOKLYN NY 11210-1233,CARIBBEAN CUP INC,A23,161924.0,180424,NY,1324 FLATBUSH AVE,Cultural & Ethnic Awareness,11210-1233,11210.0,A23,40.6378826,-73.95337625,Caribbean Cup Inc.
16,16,10574,,,0,0,113234458,79964,36081.0,,MOVEMENT OF THE CHILDREN DANCENTER INC,A62,0.0,99587,NY,,Dance,11436,11436.0,A62,,,Movement of the Children Dancenter Inc.
17,17,10591,1528 127TH ST,COLLEGE POINT,0,0,113261970,80854,36081.0,1528 127TH ST COLLEGE POINT NY 11356-2332,KOREAN AIR CONDITIONING & REFRIG ASSOC OF NY INC,A23,0.0,101462,NY,1528 127TH ST,Cultural & Ethnic Awareness,11356-2332,11356.0,A23,40.776558,-73.841697,Korean Air Conditioning & Refrig Association of NY Inc.
18,18,10599,800 FOOD CENTER DR UNIT 96B,BRONX,0,41920,113278319,53517,36005.0,800 FOOD CENTER DR UNIT BRONX NY 10474-0060,KOREAN SEAFOOD ASSOCIATION OF NEW YORK INC,A23,0.0,41920,NY,800 FOOD CENTER DR UNIT,Cultural & Ethnic Awareness,10474-0060,10474.0,A23,,,Korean Seafood Association of New York Inc.
19,19,10601,10 ROCKEFELLER PLZ STE 900,NEW YORK,0,0,113281373,142678,36061.0,10 ROCKEFELLER PLZ NEW YORK NY 10020-1903,IRISH AMERICAN BUILDING SOCIETY INC,A23,152400.0,152400,NY,10 ROCKEFELLER PLZ,Cultural & Ethnic Awareness,10020-1903,10020.0,A23,40.757976,-73.9794142,Irish American Building Society Inc.
20,20,10647,27-04 PARSONS BLVD,FLUSHING,0,57789,113383944,41649,36081.0,27-04 PARSONS BLVD FLUSHING NY 11354-1343,KOREAN MEDICAL PRACITIONER ASSOC OF GREATER NEW YORK INC,A23,0.0,57890,NY,27-04 PARSONS BLVD,Cultural & Ethnic Awareness,11354-1343,11354.0,A23,,,Korean Medical Pracitioner Association of Greater New York Inc.
21,21,10697,2227 33RD ST,ASTORIA,0,8995,113477797,144469,36081.0,2227 33RD ST ASTORIA NY 11105-2402,SYLLOGOS KRETON MINOS INC,A23,0.0,115656,NY,2227 33RD ST,Cultural & Ethnic Awareness,11105-2402,11105.0,A23,40.7698433,-73.916771,Syllogos Kreton Minos Inc.
22,22,11092,200 EASTERN PKWY,BROOKLYN,0,0,116042353,120916,36047.0,200 EASTERN PKWY BROOKLYN NY 11238-6052,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,A50,0.0,119304,NY,200 EASTERN PKWY,Museums,11238-6052,11238.0,A50,40.670910799999994,-73.96331573047141,American Federation of State County & Municipal Employees
23,23,11137,10916 JAMAICA AVE,RICHMOND HILL,94969,0,116102176,205209,36081.0,10916 JAMAICA AVE RICHMOND HILL NY 11418-2334,NATIONAL ASSOCIATION OF LETTER CARRIERS,A23,0.0,210562,NY,10916 JAMAICA AVE,Cultural & Ethnic Awareness,11418-2334,11418.0,A23,40.699692399999996,-73.8321223,National Association of Letter Carriers
24,24,11219,432 PARK AVE S FL 6,NEW YORK,3530112,0,130417765,7129044,36061.0,432 PARK AVE S NEW YORK NY 10016-8013,ADVERTISING RESEARCH FOUNDATION INC,A03,3210741.0,7470339,NY,432 PARK AVE S,Professional Societies & Associations,10016-8013,10016.0,A03,40.744215600000004,-73.9836536,Advertising Research Foundation Inc.
25,25,11249,50 E 42ND ST RM 506,NEW YORK,0,0,130453215,215391,36061.0,50 E 42ND ST NEW YORK NY 10017-5436,ASSOCIATION OF MASTER PAINTERS AND DECORATORS OF THE CITY OF NEW YORK,A40,152651.0,132556,NY,50 E 42ND ST,Visual Arts,10017-5436,10017.0,A40,40.7525361,-73.9790574,Association of Master Painters and Decorators of the City of New York
26,26,11304,275 7TH AVE 18TH FLR,NEW YORK,0,0,130876693,12006,36061.0,275 7TH AVE NEW YORK NY 10001-6708,UNITED ITALIAN AMERICAN LABOR COUNCIL INC,A23,0.0,37567,NY,275 7TH AVE,Cultural & Ethnic Awareness,10001-6708,10001.0,A23,40.745544,-73.9943954,United Italian American Labor Council Inc.
27,27,11355,299 BROADWAY STE 208,NEW YORK,0,0,131101367,163227,36061.0,299 BROADWAY NEW YORK NY 10007-4107,NEW YORK SOCIETY OF ARCHITECTS,A03,110863.0,162373,NY,299 BROADWAY,Professional Societies & Associations,10007-4107,10007.0,A03,40.715001,-74.0058329,New York Society of Architects
28,28,11410,167-10 CROCHERON AVE 2D,FLUSHING,0,0,131426099,39817,36081.0,167-10 CROCHERON AVE FLUSHING NY 11358-0000,UNITED IRISH COUNTIES ASSOCIATION OF NEW YORK INC,A23,760.0,19328,NY,167-10 CROCHERON AVE,Cultural & Ethnic Awareness,11358-0000,11358.0,A23,,,United Irish Counties Association of New York Inc.
29,29,11430,536 LAGUARDIA PL,NEW YORK,1190088,0,131505524,3119296,36061.0,536 LAGUARDIA PL NEW YORK NY 10012-1401,AMERICAN INSTITUTE OF ARCHITECTS,A40,2100592.0,2913416,NY,536 LAGUARDIA PL,Visual Arts,10012-1401,10012.0,A40,40.7284321903634,-73.9987806079963,American Institute of Architects
30,30,11466,125 W 55TH ST,NEW YORK,0,29500,131583260,29174,36061.0,125 W 55TH ST NEW YORK NY 10019-5369,STATION REPRESENTATIVES ASSOCIATION INC,A01,0.0,32410,NY,125 W 55TH ST,Alliances & Advocacy,10019-5369,10019.0,A01,40.763675899999996,-73.9792182,Station Representatives Association Inc.
31,31,11471,1120 AVENUE OF THE AMERICAS,NEW YORK,0,0,131589984,33643,36061.0,1120 AVENUE OF THE AMERICAS NEW YORK NY 10036-6700,WOOLMARK AMERICAS INC,A60,57025.0,56616,NY,1120 AVENUE OF THE AMERICAS,Performing Arts,10036-6700,10036.0,A60,40.7554679,-73.9831832,Woolmark Americas Inc.
32,32,11817,1000 5TH AVE,NEW YORK,18742,0,131956457,418314,36061.0,1000 5TH AVE NEW YORK NY 10028-0113,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,A50,424187.0,426019,NY,1000 5TH AVE,Museums,10028-0113,10028.0,A50,40.77944365,-73.96336411385191,American Federation of State County & Municipal Employees
33,33,11868,45 WEST 14TH STREET,NEW YORK,0,0,132534897,266671,36061.0,45 WEST 14TH STREET NEW YORK NY 10011-7419,PAINTING INDUSTRY FUND BUILDING CORP,A40,339795.0,340037,NY,45 WEST 14TH STREET,Visual Arts,10011-7419,10011.0,A40,40.737016,-73.9956108,Painting Industry Fund Building Corp.
34,34,12068,244 FIFTH AVE STE L230,NEW YORK,0,27939,132877623,137040,36061.0,244 FIFTH AVE NEW YORK NY 10001-7604,FIXED INCOME ANALYSTS SOCIETY INC,A01,125230.0,155398,NY,244 FIFTH AVE,Alliances & Advocacy,10001-7604,10001.0,A01,42.9834704942375,-78.705702003414,Fixed Income Analysts Society Inc.
35,35,12186,243 5TH AVE RM 236,NEW YORK,0,11500,132990527,137704,36061.0,243 5TH AVE NEW YORK NY 10016-8703,MUSIC PUBLISHERS ASSOCIATION OF THE UNITED STATES INC,A68,96899.0,130549,NY,243 5TH AVE,Music,10016-8703,10016.0,A68,40.7442273,-73.9867585,Music Publishers Association of the United States Inc.
36,36,12263,NEW YORK TERMINAL MKT RM C27,BRONX,0,0,133071647,123968,36005.0,NEW YORK TERMINAL MKT BRONX NY 10474-0000,KOREAN PRODUCE ASSOCIATION INC,A23,123100.0,123100,NY,NEW YORK TERMINAL MKT,Cultural & Ethnic Awareness,10474-0000,10474.0,A23,,,Korean Produce Association Inc.
37,37,12335,27 W 20TH ST STE 601,NEW YORK,0,90631,133131629,88318,36061.0,27 W 20TH ST NEW YORK NY 10011-3728,ADVERTISING PHOTOGRAPHER OF AMERICA INC,A40,0.0,90638,NY,27 W 20TH ST,Visual Arts,10011-3728,10011.0,A40,40.7434266,-73.9998517,Advertising Photographer of America Inc.
38,38,12341,3625 BAINBRIDGE AVE,BRONX,0,0,133132781,119619,36005.0,3625 BAINBRIDGE AVE BRONX NY 10467-1168,3680 HOLDING COMPANY INC,A60,0.0,119619,NY,3625 BAINBRIDGE AVE,Performing Arts,10467-1168,10467.0,A60,40.885237909411295,-73.8777879600377,3680 Holding Company Inc.
39,39,12360,14602 89TH AVE,JAMAICA,3529,0,133154895,47302,36081.0,14602 89TH AVE JAMAICA NY 11435-3638,INDIAN DENTAL ASSOCIATION USA INC,A23,79306.0,83617,NY,14602 89TH AVE,Cultural & Ethnic Awareness,11435-3638,11435.0,A23,40.704671999999995,-73.805648,Indian Dental Association USA Inc.
40,40,12387,420 LEXINGTON AVE RM 2034,NEW YORK,144443,0,133183002,475404,36061.0,420 LEXINGTON AVE NEW YORK NY 10170-0012,ARAB BANKERS ASSOCIATION OF NORTH AMERICA INC,A23,243912.0,263612,NY,420 LEXINGTON AVE,Cultural & Ethnic Awareness,10170-0012,10170.0,A23,40.688204799999994,-73.9443976303818,Arab Bankers Association of North America Inc.
41,41,12396,101 W 23RD ST STE 2343,NEW YORK,0,0,133190575,51853,36061.0,101 W 23RD ST NEW YORK NY 10011-2490,AMERICAN SOCIETY OF MEDIA PHOTOGRAPHERS INC,A40,0.0,47563,NY,101 W 23RD ST,Visual Arts,10011-2490,10011.0,A40,40.743255700000006,-73.99324279999999,American Society of Media Photographers Inc.
42,42,12419,360 PARK AVENUE S 17TH FL,NEW YORK,0,131417,133205392,681518,36061.0,360 PARK AVENUE S NEW YORK NY 10010-1710,WOMENS JEWELRY ASSOCIATION INC,A40,540674.0,687098,NY,360 PARK AVENUE S,Visual Arts,10010-1710,10010.0,A40,40.741973200000004,-73.9852933,Womens Jewelry Association Inc.
43,43,12430,56 W 45TH ST STE 705,NEW YORK,20800,0,133211019,284307,36061.0,56 W 45TH ST NEW YORK NY 10036-4215,INDIAN DIAMOND & COLORSTONE ASSOC INC,A23,348275.0,349236,NY,56 W 45TH ST,Cultural & Ethnic Awareness,10036-4215,10036.0,A23,40.756142,-73.9818767173633,Indian Diamond & Colorstone Association Inc.
44,44,12471,32 BROADWAY STE 1114,NEW YORK,0,0,133251595,15394,36061.0,32 BROADWAY NEW YORK NY 10004-1612,GRAPHIC ARTISTS GUILD OF NEW YORK,A40,27198.0,27205,NY,32 BROADWAY,Visual Arts,10004-1612,10004.0,A40,40.70578665,-74.01271280858609,Graphic Artists Guild of New York
45,45,12492,201 E 17TH ST APT 28J,NEW YORK,0,1557,133302569,35961,36061.0,201 E 17TH ST NEW YORK NY 10003-3681,NEW YORK DIVISION ELECTRIC RAILROADERS ASSOCIATION,A54,8800.0,36541,NY,201 E 17TH ST,History Museums,10003-3681,10003.0,A54,40.735227,-73.98536440000001,New York Division Electric Railroaders Association
46,46,12512,60 E 42ND ST RM 1341,NEW YORK,0,0,133341914,95342,36061.0,60 E 42ND ST NEW YORK NY 10165-1341,GRUPPO ESPONENTI ITALIANI INC,A23,91712.0,91744,NY,60 E 42ND ST,Cultural & Ethnic Awareness,10165-1341,10165.0,A23,40.7523028,-73.9784305,Gruppo Esponenti Italiani Inc.
47,47,12523,3333 HENRY HUDSON PKWY,BRONX,0,4535,133358453,46848,36005.0,3333 HENRY HUDSON PKWY BRONX NY 10463-3224,U S S INTREPID ASSOCIATION INC,A12,0.0,44468,NY,3333 HENRY HUDSON PKWY,Fund Raising & Fund Distribution,10463-3224,10463.0,A12,40.8800573,-73.918883,U S S Intrepid Association Inc.
48,48,12527,1 CHASE PLAZA STE 13TH FL,NEW YORK,12500,0,133364852,376024,36061.0,1 CHASE PLAZA STE NEW YORK NY 10005-0000,CORNING GLASS WORKS LTD SALARIED EMPLOYEES,A40,806870.0,818319,NY,1 CHASE PLAZA STE,Visual Arts,10005-0000,10005.0,A40,,,Corning Glass Works Ltd Salaried Employees
49,49,12548,,,0,0,133395530,86067,36061.0,,CHUNG KUO KUO MIN TANG INC,A23,5641.0,89726,NY,,Cultural & Ethnic Awareness,10013,10013.0,A23,,,Chung Kuo Kuo Min Tang Inc.
50,50,12551,165 WEST 46TH STREET,NEW YORK,0,0,133398825,6000,36061.0,165 WEST 46TH STREET NEW YORK NY 10036-0000,ACTORS EQUITY HOLDING CORPORATION,A65,0.0,840185,NY,165 WEST 46TH STREET,Theater,10036-0000,10036.0,A65,40.75843,-73.9844645,Actors Equity Holding Corporation
51,51,12566,90 ELIZABETH ST,NEW YORK,0,0,133418616,221225,36061.0,90 ELIZABETH ST NEW YORK NY 10013-5566,CHINESE WEN CHOW ASSOCIATION INC,A23,17100.0,263946,NY,90 ELIZABETH ST,Cultural & Ethnic Awareness,10013-5566,10013.0,A23,40.7182412,-73.99565926561891,Chinese Wen Chow Association Inc.
52,52,12587,385 5TH AVE,NEW YORK,0,83424,133443010,387296,36061.0,385 5TH AVE NEW YORK NY 10016-3319,NATIONAL CHINESE AMERICAN JEWELRY ASSOCIATION INC,A23,310151.0,401539,NY,385 5TH AVE,Cultural & Ethnic Awareness,10016-3319,10016.0,A23,40.74954279999999,-73.9835108,National Chinese American Jewelry Association Inc.
53,53,12602,77 BOWERY,NEW YORK,0,0,133471375,2820,36061.0,77 BOWERY NEW YORK NY 10002-4915,NEW YORK CHINESE AMERICAN BANKERS ASSOCIATION INC,A23,0.0,12387,NY,77 BOWERY,Cultural & Ethnic Awareness,10002-4915,10002.0,A23,40.7166185,-73.995554,New York Chinese American Bankers Association Inc.
54,54,12693,PO BOX 872,NEW YORK,0,0,133568008,33545,36061.0,,PRIVATE ART DEALERS ASSOCIATION INC,A03,1260.0,35781,NY,,Professional Societies & Associations,10021-0002,10021.0,A03,,,Private Art Dealers Association Inc.
55,55,12803,205 W 38TH ST RM 5W,NEW YORK,0,88995,133670200,106497,36061.0,205 W 38TH ST NEW YORK NY 10018-4417,KOREAN APPAREL MANUFACTURES ASSOC OF GREATER NEW YORK INC,A23,0.0,88995,NY,205 W 38TH ST,Cultural & Ethnic Awareness,10018-4417,10018.0,A23,40.7538227,-73.9889979,Korean Apparel Manufactures Association of Greater New York Inc.
56,56,12827,245 PARK AVE,NEW YORK,0,0,133698552,3440000,36061.0,245 PARK AVE NEW YORK NY 10167-0002,QUEENRHIS FUNDING COMPANY,A60,3440000.0,3440000,NY,245 PARK AVE,Performing Arts,10167-0002,10167.0,A60,40.7546124,-73.97467189558441,Queenrhis Funding Company
57,57,12894,875 W 181ST ST APT 2D,NEW YORK,0,93900,133761506,198586,36061.0,875 W 181ST ST NEW YORK NY 10033-4486,GUITAR AND ACCESSORIES MARKETING ASSOCIATION INC,A68,0.0,162891,NY,875 W 181ST ST,Music,10033-4486,10033.0,A68,40.851772600000004,-73.9415696,Guitar and Accessories Marketing Association Inc.
58,58,12906,322 8TH AVE FL 21,NEW YORK,0,99598,133772271,106481,36061.0,322 8TH AVE NEW YORK NY 10001-6763,LEAGUE OF OFF-BROADWAY THEATRES AND PRODUCERS INC,A65,0.0,101319,NY,322 8TH AVE,Theater,10001-6763,10001.0,A65,40.7472284,-73.99680409999999,League of Off-Broadway Theatres and Producers Inc.
59,59,12916,PO BOX 5005,NEW YORK,0,0,133781444,1881779,36061.0,,WALNUT CREEK PROPERTIES INC,A23,4412456.0,42820362,NY,,Cultural & Ethnic Awareness,10163-5005,10163.0,A23,,,Walnut Creek Properties Inc.
60,60,12958,192 LEXINGTON AVE RM 1101,NEW YORK,0,0,133835380,19515,36061.0,192 LEXINGTON AVE NEW YORK NY 10016-6823,COMMITTEE OF FRENCH SPEAKING SOCIETIES INC,A23,0.0,-18190,NY,192 LEXINGTON AVE,Cultural & Ethnic Awareness,10016-6823,10016.0,A23,40.745053600000006,-73.9808817,Committee of French Speaking Societies Inc.
61,61,12977,3370 PRINCE ST STE 703,FLUSHING,0,39250,133853865,94741,36081.0,3370 PRINCE ST FLUSHING NY 11354-2703,AMERICAN ASSOCIATION OF CHINESE PHYSICIANS,A23,0.0,39250,NY,3370 PRINCE ST,Cultural & Ethnic Awareness,11354-2703,11354.0,A23,,,American Association of Chinese Physicians
62,62,13006,C/O KING 636 ROCKAWAY ST,STATEN ISLAND,0,0,133880803,17302,36085.0,C/O KING 636 ROCKAWAY ST STATEN ISLAND NY 10307,ANCIENT ORDER OF HIBERNIANS DIV 4,A23,0.0,13347,NY,C/O KING 636 ROCKAWAY ST,Cultural & Ethnic Awareness,10307,10307.0,A23,,,Ancient Order of Hibernians Div 4
63,63,13016,245 PARK AVE,NEW YORK,0,0,133893891,9454405,36061.0,245 PARK AVE NEW YORK NY 10167-0002,SIXTH AVENUE ML COMPANY INC,A60,9454405.0,9454405,NY,245 PARK AVE,Performing Arts,10167-0002,10167.0,A60,40.7546124,-73.97467189558441,Sixth Avenue Ml Company Inc.
64,64,13067,370 7TH AVE STE 420,NEW YORK,0,28730,133967440,25814,36061.0,370 7TH AVE NEW YORK NY 10001-0023,CONCERNED FILIPINOS FOR UNITY INC,A23,3850.0,32580,NY,370 7TH AVE,Cultural & Ethnic Awareness,10001-0023,10001.0,A23,40.74907,-73.992305,Concerned Filipinos for Unity Inc.
65,65,13105,245 PARK AVE,NEW YORK,0,0,134005504,3576436,36061.0,245 PARK AVE NEW YORK NY 10167-0002,RIDGEWAY FUNDING COMPANY INC,A60,3576436.0,3576436,NY,245 PARK AVE,Performing Arts,10167-0002,10167.0,A60,40.7546124,-73.97467189558441,Ridgeway Funding Company Inc.
66,66,13127,3 W 18TH ST,NEW YORK,0,0,134017838,64296,36061.0,3 W 18TH ST NEW YORK NY 10011-4610,ASSOCIATION OF MUSIC PRODUCERS INC,A68,0.0,44331,NY,3 W 18TH ST,Music,10011-4610,10011.0,A68,40.7389549,-73.9923463,Association of Music Producers Inc.
67,67,13272,C/O LOCAL UNION 580 501 W 42ND,NEW YORK,48899,0,134192352,378682,36061.0,C/O LOCAL UNION 580 501 W NEW YORK NY 10036-0000,ARCHITECTURAL IRON REALTY CORP,A40,204700.0,204700,NY,C/O LOCAL UNION 580 501 W,Visual Arts,10036-0000,10036.0,A40,,,Architectural Iron Realty Corp.
68,68,13292,45 E 85TH ST,NEW YORK,0,50,134218359,93536,36061.0,45 E 85TH ST NEW YORK NY 10028-0957,ASSOCIATION OF ART MUSEUM CURATORS,A50,0.0,106957,NY,45 E 85TH ST,Museums,10028-0957,10028.0,A50,40.77995665,-73.95842827222509,Association of Art Museum Curators
69,69,13491,318 W 39TH ST FL 5,NEW YORK,0,0,135493557,187178,36061.0,318 W 39TH ST NEW YORK NY 10018-1655,CEMETERY DEPT OF THE WORKMENS CIRCLE INC,A23,99468.0,130426,NY,318 W 39TH ST,Cultural & Ethnic Awareness,10018-1655,10018.0,A23,40.75562085,-73.99245951990159,Cemetery Dept of the Workmens Circle Inc.
70,70,13493,45 W 14TH ST,NEW YORK,0,0,135502139,70561,36061.0,45 W 14TH ST NEW YORK NY 10011-7419,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,A40,0.0,68160,NY,45 W 14TH ST,Visual Arts,10011-7419,10011.0,A40,40.737016,-73.9956108,International Union of Painters and Allied Trades
71,71,13539,45 E 33RD ST,NEW YORK,0,11500,135562400,59066,36061.0,45 E 33RD ST NEW YORK NY 10016-5336,SOCIAL SERVICE DEPARTMENT OF THE WORKMENS CIRCLE,A23,0.0,27296,NY,45 E 33RD ST,Cultural & Ethnic Awareness,10016-5336,10016.0,A23,40.74689385,-73.98237420988809,Social Service Department of the Workmens Circle
72,72,13576,307 W 30TH ST,NEW YORK,101571,0,135580391,413690,36061.0,307 W 30TH ST NEW YORK NY 10001-2703,LITHUANIAN ALLIANCE OF AMERICA,A23,0.0,138745,NY,307 W 30TH ST,Cultural & Ethnic Awareness,10001-2703,10001.0,A23,40.750036,-73.9958068,Lithuanian Alliance of America
73,73,13607,132 NASSAU ST RM 922,NEW YORK,0,201007,135606408,483988,36061.0,132 NASSAU ST NEW YORK NY 10038-2439,NATIONAL LAWYERS GUILD,A20,77944.0,482410,NY,132 NASSAU ST,Arts & Culture,10038-2439,10038.0,A20,40.7110029,-74.006693,National Lawyers Guild
74,74,13660,355 LEXINGTON AVE FL 15,NEW YORK,0,0,135651681,22875,36061.0,355 LEXINGTON AVE NEW YORK NY 10017-6603,COMICS MAGAZINE ASSOCIATION OF AMERICA INC,A01,7010.0,29033,NY,355 LEXINGTON AVE,Alliances & Advocacy,10017-6603,10017.0,A01,40.75015225,-73.976476608642,Comics Magazine Association of America Inc.
75,75,13748,400 LAFAYETTE ST RM 4,NEW YORK,0,0,136092225,9059,36061.0,400 LAFAYETTE ST NEW YORK NY 10003-6900,TEXTILE CONVERTERS LIQUIDATION BENEFIT FUND,A40,0.0,27846,NY,400 LAFAYETTE ST,Visual Arts,10003-6900,10003.0,A40,40.7280641,-73.9932516,Textile Converters Liquidation Benefit Fund
76,76,13801,79TH ST AND CENTRAL PARK W,NEW YORK,0,0,136117924,120069,36061.0,79TH ST AND CENTRAL PARK W NEW YORK NY 10024-0000,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,A50,0.0,122331,NY,79TH ST AND CENTRAL PARK W,Museums,10024-0000,10024.0,A50,,,American Federation of State County & Municipal Employees
77,77,13899,205 LEXINGTON AVE RM 901,NEW YORK,150000,735182,136149730,1092792,36061.0,205 LEXINGTON AVE NEW YORK NY 10016-6022,ART DEALERS ASSOCIATION OF AMERICA INC,A03,397435.0,903083,NY,205 LEXINGTON AVE,Professional Societies & Associations,10016-6022,10016.0,A03,40.7452208,-73.9804111,Art Dealers Association of America Inc.
78,78,14164,4534 COURT SQ,LONG IS CITY,0,0,136356709,411643,36081.0,4534 COURT SQ LONG IS CITY NY 11101-4301,MOSAIC AND TERRAZZO VACATION FUND,A40,407186.0,408884,NY,4534 COURT SQ,Visual Arts,11101-4301,11101.0,A40,40.745984,-73.943678,Mosaic and Terrazzo Vacation Fund
79,79,14223,1501 BROADWAY NO 6TH FL,NEW YORK,0,0,136976195,0,36061.0,1501 BROADWAY NO NEW YORK NY 10036-5601,AMERICAN FEDERATION OF MUSICIANS OF THE US & CANADA,A68,0.0,26868,NY,1501 BROADWAY NO,Music,10036-5601,10036.0,A68,,,American Federation of Musicians of the US & Canada
